matrix_index,side_effect_name,sider_umls_cui,meddra_id,meddra_name,canonical_optimuskg_id,alias_optimuskg_ids,mapping_method,mapping_status,requires_review
0,abdominal discomfort,C0232487,10000059,Abdominal discomfort,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
3,abdominal pain lower,C0232495,10000084,Abdominal pain lower,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
4,abdominal pain upper,C0232492,10000087,Abdominal pain upper,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
5,abnormal behaviour,C0233514,10061422,Abnormal behaviour,,"[""HP_0000708""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
7,abnormal faeces,C0162287,10000133,Abnormal faeces,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
8,abscess,C0000833,10000269,Abscess,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
9,accommodation disorder,C0152198,10000389,Accommodation disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
10,acidosis,C0001122,10000486,Acidosis,,"[""HP_0001941""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
12,actinic keratosis,C0022602,10000614,Actinic keratosis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
13,acute coronary syndrome,C0948089,10051592,Acute coronary syndrome,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
14,acute myocardial infarction,C0155626,10000891,Acute myocardial infarction,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
16,adrenal insufficiency,C0001623,10001367,Adrenal insufficiency,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
17,affect lability,C0233472,10054196,Affect lability,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
18,affective disorder,C0525045,10001443,Affective disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
19,loss of taste,,,,,[],,unresolved,True
24,can not exercise,,,,,[],,unresolved,True
25,alanine aminotransferase increased,C0151905,10001551,Alanine aminotransferase increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
27,alcohol intolerance,C0151474,10001598,Alcohol intolerance,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
29,altered state of consciousness,C0150450,10001854,Altered state of consciousness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
30,other allergic pneumonitis,,,,,[],,unresolved,True
31,amblyopia,C0002418,10001906,Amblyopia,,"[""HP_0000646""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
32,amenorrhoea,C0002453,10001928,Amenorrhoea,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
34,amylase increased,C0151479,10002016,Amylase increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
35,anaemia,C0002871,10002034,Anaemia,,"[""HP_0001903""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
36,anaemia large cell,,,,,[],,unresolved,True
37,anaemia megaloblastic,C0002888,10002065,Anaemia megaloblastic,,"[""HP_0001889""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
38,anal pruritus,C0033775,10068172,Anal pruritus,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
39,anaphylactic shock,C0002792,10002199,Anaphylactic shock,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
40,anaphylaxis reaction,,,,,[],,unresolved,True
41,aneurysm,C0002940,10002329,Aneurysm,,"[""HP_0002617""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
42,anger,C0002957,10002368,Anger,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
43,angina pectoris,C0002962,10002383,Angina pectoris,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
45,angiopathy,C0042373,10059245,Angiopathy,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
46,angle closure glaucoma,C0017605,10002500,Angle closure glaucoma,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
47,anorectal discomfort,C2242737,10068286,Anorectal discomfort,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
48,anorectal disorder,C0687707,10002644,Anorectal disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
49,inability to orgasm,,,,,[],,unresolved,True
50,antisocial behaviour,C0233523,10002820,Antisocial behaviour,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
51,antisocial personality disorder,C0003431,10002822,Antisocial personality disorder,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
52,arrest of urinary output,,,,,[],,unresolved,True
54,apathy,C0085632,10002942,Apathy,,"[""HP_0000741""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
55,aphasia,C0003537,10002948,Aphasia,,"[""HP_0002381""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
56,aplasia pure red cell,C0034902,10002965,Aplasia pure red cell,,"[""HP_0012410""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
57,aplastic anaemia,C0002874,10002967,Aplastic anaemia,,"[""HP_0001915""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
58,apnoea,C0003578,10002974,Apnoea,,"[""HP_0002104""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
59,appendicitis,C0003615,10003011,Appendicitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
60,application site burn,C0877661,10065059,Application site burn,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
61,application site dryness,C0877098,10048943,Application site dryness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
62,application site erythema,C0853700,10003041,Application site erythema,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
63,application site irritation,C0521490,10003046,Application site irritation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
64,application site pain,C0521491,10003051,Application site pain,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
65,application site paresthesia,,,,,[],,unresolved,True
66,application site pruritus,C0853714,10003053,Application site pruritus,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
67,application site rash,C0521495,10003054,Application site rash,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
68,application site reaction,C0151505,10003055,Application site reaction,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
69,application site vesicles,C0877097,10048941,Application site vesicles,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
70,apraxia,C0003635,10003062,Apraxia,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
72,arrhythmia supraventricular,C0428974,10003130,Arrhythmia supraventricular,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
73,arteriosclerosis,C0003850,10003210,Arteriosclerosis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
76,other symptoms referable to lower leg joint,,,,,[],,unresolved,True
77,ascites,C0003962,10003445,Ascites,,"[""HP_0001541""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
78,asocial behaviour,C0233528,10003472,Asocial behaviour,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
79,aspartate aminotransferase increased,C0151904,10003481,Aspartate aminotransferase increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
81,eye strain,,,,,[],,unresolved,True
82,asthma,C0004096,10003553,Asthma,,"[""HP_0002099""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
84,atelectasis,C0004144,10003598,Atelectasis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
86,atrial flutter,C0004239,10003662,Atrial flutter,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
87,atrioventricular block,C0004245,10003671,Atrioventricular block,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
88,atrioventricular block complete,C0151517,10003673,Atrioventricular block complete,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
89,atrioventricular block first degree,C0085614,10003674,Atrioventricular block first degree,,"[""HP_0011705""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
90,autonomic nervous system imbalance,C0262385,10003840,Autonomic nervous system imbalance,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
91,syndrome uremic,,,,,[],,unresolved,True
93,bloodstream infections,,,,,[],,unresolved,True
94,bacterial infection,C0004623,10060945,Bacterial infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
95,balance disorder,C0575090,10049848,Balance disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
96,basal cell carcinoma,C0007117,10004146,Basal cell carcinoma,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
97,benign neoplasm of skin,C0004998,10004398,Benign neoplasm of skin,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
98,biliary colic,C0151824,10004663,Biliary colic,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
99,bipolar disorder,C0005586,10057667,Bipolar disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
100,bipolar i disorder,C0853193,10004939,Bipolar I disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
101,bladder cancer,C0005684,10005003,Bladder cancer,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
102,bladder pain,C0232849,10005063,Bladder pain,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
103,bleeding time prolonged,C0151529,10005140,Bleeding time prolonged,,"[""HP_0003010""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
104,dermatitis eyelid,,,,,[],,unresolved,True
105,spasm eyelid,,,,,[],,unresolved,True
106,blindness,C0456909,10005169,Blindness,,"[""HP_0000618""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
107,blister,C0005758,10005191,Blister,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
108,blood albumin decreased,C0853777,10005287,Blood albumin decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
109,blood alkaline phosphatase increased,C0852911,10059570,Blood alkaline phosphatase increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
110,blood bilirubin increased,C0311468,10005364,Blood bilirubin increased,,"[""HP_0002904""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
111,blood calcium decreased,C3665624,10005395,Blood calcium decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
112,blood cholesterol increased,C0595930,10005425,Blood cholesterol increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
113,creatine kinase high,,,,,[],,unresolved,True
114,blood creatinine increased,C0235431,10005483,Blood creatinine increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
115,blood disorder,C0018939,10061590,Blood disorder,,"[""HP_0001871""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
116,blood glucose decreased,C0595883,10005555,Blood glucose decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
117,blood glucose increased,C0595877,10005557,Blood glucose increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
118,blood lactate dehydrogenase increased,C0853149,10005630,Blood lactate dehydrogenase increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
119,blood phosphorus decreased,C0877517,10049471,Blood phosphorus decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
120,blood potassium decreased,C0853761,10005724,Blood potassium decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
121,blood potassium increased,C0853760,10005725,Blood potassium increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
122,blood pressure increased,C0497247,10005750,Blood pressure increased,,"[""HP_0000822""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
123,blood prolactin increased,C0854082,10005780,Blood prolactin increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
124,blood triglycerides increased,C0853692,10005839,Blood triglycerides increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
125,blood urea increased,C0151539,10005851,Blood urea increased,,"[""HP_0003138""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
126,blood uric acid increased,C0235416,10005861,Blood uric acid increased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
127,blood urine present,C0947999,10018870,Blood urine present,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
128,body temperature decreased,C0020672,10005910,Body temperature decreased,,"[""HP_0002045""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
129,body temperature increased,C0015967,10005911,Body temperature increased,,"[""HP_0001945""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
130,bone disorder,C0005940,10005956,Bone disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
133,loss of motor function,,,,,[],,unresolved,True
134,brain oedema,C1527311,10048962,Brain oedema,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
135,breast cancer,C0006142,10006187,Breast cancer,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
136,breast discharge,C0149741,10006223,Breast discharge,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
137,breast disorder,C0006145,10061021,Breast disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
138,breast engorgement,C0085688,10006240,Breast engorgement,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
139,breast enlargement,C2225524,10006242,Breast enlargement,,"[""HP_0010313""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
140,breast neoplasm,C1458155,10006279,Breast neoplasm,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
141,breast pain,C0024902,10006298,Breast pain,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
142,breast tenderness,C0262397,10006313,Breast tenderness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
143,breath odour,C0018520,10006326,Breath odour,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
144,breath sounds abnormal,C0231856,10064780,Breath sounds abnormal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
145,reactive airways disease,,,,,[],,unresolved,True
146,bronchitis,C0006277,10006451,Bronchitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
148,bronchospasm paradoxical,C0236072,10006486,Bronchospasm paradoxical,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
149,bruxism,C0006325,10006514,Bruxism,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
150,bundle branch block,C0006384,10006578,Bundle branch block,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
151,burning sensation,C0085624,10006784,Burning sensation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
152,bursitis,C0006444,10006811,Bursitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
153,cachexia,C0006625,10006895,Cachexia,,"[""HP_0004326""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
154,candida infection,C0006840,10074170,Candida infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
155,cardiac arrest,C0018790,10007515,Cardiac arrest,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
158,cardiac failure congestive,C0018802,10007559,Cardiac failure congestive,,"[""HP_0001635""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
159,cardiac flutter,C0016385,10052840,Cardiac flutter,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
160,cardiac murmur,C0018808,10007586,Cardiac murmur,,"[""HP_0030148""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
161,cardiac output decreased,C0007166,10007595,Cardiac output decreased,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
162,cardiogenic shock,C0036980,10007625,Cardiogenic shock,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
163,cardiac dilatation,,,,,[],,unresolved,True
164,cardiomyopathy,C0878544,10007636,Cardiomyopathy,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
165,cardiovascular disorder,C0007222,10007649,Cardiovascular disorder,,"[""HP_0001626""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
166,carpal tunnel syndrome,C0007286,10007697,Carpal tunnel syndrome,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
168,catheter site pain,C0949103,10052268,Catheter site pain,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
169,cellulitis,C0007642,10007882,Cellulitis,,"[""HP_0100658""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
170,cerebellar syndrome,C0007760,10008072,Cerebellar syndrome,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
171,cerebral haemorrhage,C2937358,10008111,Cerebral haemorrhage,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
173,cerebral ischaemia,C0917798,10008120,Cerebral ischaemia,,"[""HP_0002637""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
174,cerebrovascular accident,C0038454,10008190,Cerebrovascular accident,,"[""HP_0001297""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
175,cerebrovascular disorder,C0007820,10008196,Cerebrovascular disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
176,cervix disorder,C0007867,10008351,Cervix disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
177,change of bowel habit,C0278008,10008399,Change of bowel habit,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
178,cheilitis,C0007971,10008417,Cheilitis,,"[""HP_0100825""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
179,chest discomfort,C0235710,10008469,Chest discomfort,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
182,cholecystitis,C0008325,10008612,Cholecystitis,,"[""HP_0001082""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
183,biliary sludge,,,,,[],,unresolved,True
184,cholestasis,C0008370,10008635,Cholestasis,,"[""HP_0001396""]",exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
185,chorea and atheletes disease,,,,,[],,unresolved,True
186,color vision change,,,,,[],,unresolved,True
187,urine discolouration,,,,,[],,unresolved,True
188,chronic obstructive pulmonary disease,C0024117,10009033,Chronic obstructive pulmonary disease,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
189,clostridium difficile colitis,C0238106,10009657,Clostridium difficile colitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
190,coagulopathy,C0005779,10009802,Coagulopathy,,"[""HP_0001928""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
191,cognitive disorder,C0009241,10057668,Cognitive disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
192,cold sweat,C0232431,10009866,Cold sweat,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
194,colitis ischaemic,C0162529,10009895,Colitis ischaemic,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
195,colitis ulcerative,C0009324,10009900,Colitis ulcerative,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
196,coma,C0009421,10010071,Coma,,"[""HP_0001259""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
197,completed suicide,C0852733,10010144,Completed suicide,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
198,conduction disorder,C0264886,10010276,Conduction disorder,,"[""HP_0011675""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
199,confusion state,,,,,[],,unresolved,True
200,congenital eye disorder,C0015393,10059159,Congenital eye disorder,,"[""HP_0000478""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
201,conjunctival haemorrhage,C0009760,10010719,Conjunctival haemorrhage,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
202,congestion conjunctival,,,,,[],,unresolved,True
203,conjunctival oedema,C0151601,10010726,Conjunctival oedema,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
205,conjunctivitis allergic,C0009766,10010744,Conjunctivitis allergic,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
206,connective tissue disorder,C0009782,10061087,Connective tissue disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
209,conversion disorder,C0009946,10010893,Conversion disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
210,coordination abnormal,C0520966,10010947,Coordination abnormal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
211,corneal erosion,C0392163,10011013,Corneal erosion,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
212,corneal lesion,C0151571,10011026,Corneal lesion,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
213,corneal opacity,C0010038,10011035,Corneal opacity,,"[""HP_0007957""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
214,coronary artery disease,C1956346,10011078,Coronary artery disease,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
216,regional enteritis of unspecified site,,,,,[],,unresolved,True
217,crying,C0010399,10011469,Crying,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
218,cushing syndrome,,,,,[],,unresolved,True
219,cyanosis,C0010520,10011703,Cyanosis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
220,cyst,C0010709,10011732,Cyst,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
221,cystitis,C0010692,10011781,Cystitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
222,cystitis haemorrhagic,C0085692,10011793,Cystitis haemorrhagic,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
223,cystitis non infective,,,,,[],,unresolved,True
224,deafness,C0011053,10011878,Deafness,,"[""HP_0000365""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
229,delusion,C0011253,10012239,Delusion,,"[""HP_0000746""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
230,dementia,C0497327,10012267,Dementia,,"[""HP_0000726""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
231,dental caries,C0011334,10012318,Dental caries,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
232,depressed level of consciousness,C0549249,10012373,Depressed level of consciousness,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
233,depressed mood,C0344315,10012374,Depressed mood,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
235,feeling unreal,,,,,[],,unresolved,True
236,dermatitis,C0011603,10012431,Dermatitis,,"[""HP_0011123""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
237,dermatitis acne,,,,,[],,unresolved,True
238,dermatitis atopic,C0011615,10012438,Dermatitis atopic,,[],exact_meddra_pt_name,meddra_resolved_but_not_in_optimuskg,True
239,dermatitis bullous,C0085932,10012441,Dermatitis bullous,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
240,dermatitis contact,C0011616,10012442,Dermatitis contact,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
241,dermatitis exfoliating,,,,,[],,unresolved,True
243,diarrhoea,C0011991,10012735,Diarrhoea,,"[""HP_0002014""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
244,diarrhoea haemorrhagic,C0151594,10012741,Diarrhoea haemorrhagic,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
246,discomfort,C0234215,10013082,Discomfort,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
247,disorientation,C0233407,10013395,Disorientation,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
248,disseminated intravascular coagulation,C0012739,10013442,Disseminated intravascular coagulation,,"[""HP_0005521""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
249,disturbance in attention,C0233414,10013496,Disturbance in attention,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
250,disturbance in sexual arousal,C0855242,10058929,Disturbance in sexual arousal,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
251,diverticulitis,C0012813,10013538,Diverticulitis,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
253,dizziness postural,C0234987,10013578,Dizziness postural,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
254,drug eruption,C0011609,10013687,Drug eruption,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
255,drug hypersensitivity,C0013182,10013700,Drug hypersensitivity,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
256,drug ineffective,C0852908,10013709,Drug ineffective,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
257,dry eye,C0314719,10013774,Dry eye,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
260,dry throat,C0235234,10013789,Dry throat,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
261,duodenal ulcer,C0013295,10013836,Duodenal ulcer,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
262,duodenal inflammation,,,,,[],,unresolved,True
263,paresthesia,,,,,[],,unresolved,True
264,dysarthria,C0013362,10013887,Dysarthria,,"[""HP_0001260""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
265,bad taste,,,,,[],,unresolved,True
267,menses painful,,,,,[],,unresolved,True
268,dyspareunia,C1384606,10013941,Dyspareunia,,"[""HP_0030016""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
271,dysphonia,C1527344,10013952,Dysphonia,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
272,dysphoria,C0233477,10013954,Dysphoria,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
273,air hunger,,,,,[],,unresolved,True
274,air hunger exertional,,,,,[],,unresolved,True
275,urinary spray,,,,,[],,unresolved,True
276,ear disorder,C0013447,10014004,Ear disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
277,ear infection,C0699744,10014011,Ear infection,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
278,ear pain,C0013456,10014020,Ear pain,,"[""HP_0030766""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
279,bruise,,,,,[],,unresolved,True
280,eczema,C0013595,10014184,Eczema,,"[""HP_0000964""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
281,ejaculation delayed,C0234047,10014325,Ejaculation delayed,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
282,ejaculation disorder,C0235969,10014326,Ejaculation disorder,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
283,ejaculation failure,C0278106,10014328,Ejaculation failure,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
284,electrocardiogram abnormal,C0522055,10014363,Electrocardiogram abnormal,,"[""HP_0003115"",""HP_0011675""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
285,electrocardiogram qt prolonged,C0151878,10014387,Electrocardiogram QT prolonged,,"[""HP_0001657""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
286,electrocardiogram st segment depression,C0520887,10014391,Electrocardiogram ST segment depression,,[],sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
287,electroencephalogram abnormal,C0151611,10014408,Electroencephalogram abnormal,,"[""HP_0002353""]",sider_umls_pt,meddra_resolved_but_not_in_optimuskg,True
